address_neighborhood,pricingInfos_price,predict_price,variacao
Jardim Lucia,1050000.0,0.0,-1.0
Jardim Luzitania,4234999.5,0.0,-1.0
Jardim Luzitânia,4389000.0,1741413.725580601,-0.6032322338617906
Jardim Luísa,208250.0,278102.4564785008,0.33542596148139636
Jardim Líbano,439250.0,0.0,-1.0
Jardim Lídia,354721.5,0.0,-1.0
Jardim Macedônia,147000.0,176104.42067716556,0.19798925630724873
Jardim Maggi,350000.0,0.0,-1.0
Jardim Mangalot,395500.0,246849.18052902754,-0.37585542217692147
Jardim Maraba,432249.5,0.0,-1.0
Jardim Marabá,234499.0,267157.1822978902,0.13926789580292542
Jardim Maracana,595000.0,233169.8625578539,-0.6081178780540271
Jardim Maracanã,560000.0,0.0,-1.0
Jardim Maracá,154000.0,167820.9521528587,0.08974644255103037
Jardim Marajoara,336000.0,559891.684437964,0.6663442989225119
Jardim Marcel,217000.0,0.0,-1.0
Jardim Margarida,455000.0,0.0,-1.0
Jardim Maria Duarte,258999.0,268369.9656608997,0.03618147429488028
Jardim Maria Estela,270199.5,270760.6473250522,0.002076788909869176
Jardim Maria Eugênia,413000.0,0.0,-1.0
Jardim Maria Luiza,286265.0,204614.69218513995,-0.2852263036517215
Jardim Maria Virginia,279999.0,0.0,-1.0
Jardim Maria Virgínia,266000.0,0.0,-1.0
Jardim Mariliza,297500.0,346479.5770928257,0.1646372339254647
Jardim Marilu,182000.0,222190.8714832681,0.22082896419378084
Jardim Maringa,385000.0,443745.5521503049,0.15258584974105172
Jardim Maringá,258999.0,202573.74794148203,-0.21785895721032889
Jardim Marisa,420000.0,0.0,-1.0
Jardim Maristela,294000.0,231901.0629607785,-0.21122087428306635
Jardim Marquesa,686000.0,0.0,-1.0
Jardim Martins Silva,105000.0,0.0,-1.0
Jardim Marília,815850.0,0.0,-1.0
Jardim Mascote,343000.0,0.0,-1.0
Jardim Matarazzo,222600.0,189673.34261188484,-0.1479184968019549
Jardim Mimar,279300.0,270933.6219196199,-0.029954808737486904
Jardim Miragaia,133000.0,0.0,-1.0
Jardim Miriam,385000.0,0.0,-1.0
Jardim Mitsutani,136500.0,176104.42067716556,0.29014227602319087
Jardim Modelo,258999.0,288581.3953382681,0.11421818361564351
Jardim Monjolo,413000.0,262146.1713105695,-0.365263507722592
Jardim Monte Alegr,168000.0,0.0,-1.0
Jardim Monte Alegre,244999.0,222265.0436705074,-0.09279203723073393
Jardim Monte Alegre (Zona Norte),951965.0,0.0,-1.0
Jardim Monte Azul,385000.0,0.0,-1.0
Jardim Monte Belo,196000.0,0.0,-1.0
Jardim Monte Kemel,475999.0,433669.4073977254,-0.08892790237432135
Jardim Morro Verde,305200.0,242961.22097375058,-0.20392784739924452
Jardim Morumbi,1183000.0,599734.728779807,-0.4930391134574751
Jardim Morumby,1540000.0,0.0,-1.0
Jardim Mutinga,390250.0,294173.6159865884,-0.2461918872861284
Jardim Mália I,194600.0,0.0,-1.0
Jardim Mália II,4340000.0,0.0,-1.0
Jardim Nadir,217000.0,0.0,-1.0
Jardim Nelly,251999.0,0.0,-1.0
Jardim Nice,336000.0,0.0,-1.0
Jardim Nordeste,294000.0,178325.11044953638,-0.39345200527368573
Jardim Norma,203000.0,193702.73717239723,-0.045799324273905206
Jardim Nossa Senhora Aparecida,730590.0,335657.8890796832,-0.5405659958667881
Jardim Nossa Senhora do Carmo,329000.0,215236.4275265149,-0.3457859345698635
Jardim Nosso Lar,286999.5,299217.4731196085,0.04257140907774559
Jardim Nova Germania,308000.0,0.0,-1.0
Jardim Nova Vitória II,5950000.0,0.0,-1.0
Jardim Nove de Julho,201250.0,183611.75114624077,-0.08764347256526328
Jardim Novo Carrao,152250.0,0.0,-1.0
Jardim Novo Carrão,241499.0,0.0,-1.0
Jardim Novo Mundo,1305500.0,0.0,-1.0
Jardim Novo Santo Amaro,201600.0,198590.40390989365,-0.014928552034257692
Jardim Novo Taboão,237115.0,0.0,-1.0
Jardim Nélia,92763.0,0.0,-1.0
Jardim Odete,425600.0,0.0,-1.0
Jardim Olinda,315000.0,0.0,-1.0
Jardim Olympia,510999.0,469862.4718521045,-0.08050216956959888
Jardim Ondina,385000.0,0.0,-1.0
Jardim Palmares,196000.0,0.0,-1.0
Jardim Palmares (Zona Sul),264249.5,0.0,-1.0
Jardim Panorama,3150000.0,1532034.0521704776,-0.5136399834379437
Jardim Panorama (Zona Leste),406000.0,0.0,-1.0
Jardim Panorama D'oeste,2450000.0,0.0,-1.0
Jardim Panorama do Oeste,5663000.0,0.0,-1.0
Jardim Paqueta,385000.0,0.0,-1.0
Jardim Paquetá (Zona Norte),203000.0,0.0,-1.0
Jardim Paraguacu,147000.0,0.0,-1.0
Jardim Paraiso,385000.0,0.0,-1.0
Jardim Paraíso,433092.0,388356.693067555,-0.10329284986202691
Jardim Paris,150500.0,176104.42067716556,0.1701290410442895
Jardim Parque Morumbi,268941.0,358447.3939027088,0.3328105194176745
Jardim Patente,214200.0,307906.5050567385,0.4374720124030742
Jardim Patente Novo,210000.0,285909.0666178907,0.3614717457994796
Jardim Paulista,1095500.0,833810.7683539271,-0.2388765236385878
Jardim Paulistano,2380000.0,1430135.045654365,-0.39910292199396424
Jardim Paulistano (Zona Norte),143500.0,246607.4102947583,0.7185185386394306
Jardim Pedra Branca,287000.0,162190.31061206223,-0.43487696650849395
Jardim Pedro José Nunes,245000.0,188509.03100882724,-0.2305753836374398
Jardim Penha,266000.0,189996.70561106844,-0.28572667063508106
Jardim Pereira Leite,413000.0,404584.8236939409,-0.020375729554622524
Jardim Peri,297500.0,250656.45497321466,-0.15745729420768184
Jardim Peri Peri,500500.0,350731.4781532128,-0.29923780588768667
Jardim Peri-Peri,455000.0,0.0,-1.0
Jardim Petrópolis,2338000.0,0.0,-1.0
Jardim Picolo,607250.0,0.0,-1.0
Jardim Pinheiros,357000.0,263488.50563036936,-0.2619369590185733
Jardim Piqueroby,453250.0,270640.1014845883,-0.40289001327173024
Jardim Piratininga,189000.0,0.0,-1.0
Jardim Pirituba,266000.0,226822.7718736435,-0.14728281250509956
Jardim Planalto,361550.0,0.0,-1.0
Jardim Ponte Rasa,273000.0,0.0,-1.0
Jardim Popular,329000.0,0.0,-1.0
Jardim Porteira Grande,271249.5,0.0,-1.0
Jardim Prainha,1049999.5,0.0,-1.0
Jardim Previdencia,416150.0,0.0,-1.0
Jardim Previdência,371000.0,312576.5814100731,-0.15747552180573288
Jardim Primavera,419999.5,0.0,-1.0
Jardim Primavera (Zona Norte),360500.0,0.0,-1.0
Jardim Primavera (Zona Sul),276500.0,0.0,-1.0
Jardim Princesa,441000.0,0.0,-1.0
Jardim Prudência,336000.0,349041.14007441065,0.038812916888126825
Jardim Raposo Tavares,221568.5,0.0,-1.0
Jardim Recanto Verde,204400.0,0.0,-1.0
Jardim Record,420000.0,0.0,-1.0
Jardim Regina,455000.0,223781.75943991035,-0.5081719572749224
Jardim Regis,397600.0,0.0,-1.0
Jardim República,273000.0,0.0,-1.0
Jardim Rincão,199499.5,0.0,-1.0
Jardim Rio Pequeno,339500.0,0.0,-1.0
Jardim Rizzo,434000.0,0.0,-1.0
Jardim Rodolfo Pirani,199673.0,0.0,-1.0
Jardim Rosa Maria,385000.0,0.0,-1.0
Jardim Rosana,273000.0,0.0,-1.0
Jardim Rossin,444500.0,0.0,-1.0
Jardim Rubio,336000.0,0.0,-1.0
Jardim Russo,350000.0,0.0,-1.0
Jardim Sabara,333900.0,0.0,-1.0
Jardim Sabará,208600.0,257364.60219212424,0.23377086381651124
Jardim Sandra,164500.0,190101.3672457836,0.15563141182847162
Jardim Santa Adelia,258999.0,0.0,-1.0
Jardim Santa Adélia,311500.0,0.0,-1.0
Jardim Santa Cruz,343000.0,0.0,-1.0
Jardim Santa Cruz (Campo Grande),308000.0,0.0,-1.0
Jardim Santa Cruz (Sacoma),408450.0,0.0,-1.0
Jardim Santa Cruz (Sacomã),182000.0,254726.98286191508,0.3995988069335994
Jardim Santa Cruz (Zona Norte),346499.5,0.0,-1.0
Jardim Santa Efigenia,443800.0,0.0,-1.0
Jardim Santa Efigênia,220500.0,0.0,-1.0
Jardim Santa Emília,385000.0,248262.1279047752,-0.355163304143441
Jardim Santa Fé (Zona Oeste),346500.0,0.0,-1.0
Jardim Santa Helena,665000.0,0.0,-1.0
Jardim Santa Ines,256318.0,0.0,-1.0
Jardim Santa Inês,336350.0,0.0,-1.0
Jardim Santa Lucrecia,252000.0,0.0,-1.0
Jardim Santa Lucrécia,360500.0,0.0,-1.0
Jardim Santa Maria,315000.0,196504.37548812135,-0.37617658575199575
Jardim Santa Monica,167300.0,213490.88949166695,0.2760961714983081
Jardim Santa Mônica,196000.0,203050.27119798178,0.03597077141827443
Jardim Santa Teresa,367500.0,0.0,-1.0
Jardim Santa Terezinha,146310.5,199269.43757093584,0.36196265866725796
Jardim Santa Terezinha (Zona L,208249.5,0.0,-1.0
Jardim Santa Terezinha (Zona Leste),164500.0,190897.92526641372,0.16047370982622322
Jardim Santo Alberto,336000.0,0.0,-1.0
Jardim Santo Amaro,609000.0,330201.6898553571,-0.45779689678923297
Jardim Santo Andre,161000.0,0.0,-1.0
Jardim Santo André,364000.0,0.0,-1.0
Jardim Santo Antoninho,508987.0,0.0,-1.0
Jardim Santo Elias,455000.0,436943.7489244307,-0.03968406829795457
Jardim Santo Elias (São Miguel),154000.0,0.0,-1.0
Jardim Santo Onofre,155155.0,209010.4375192043,0.3471073282794903
Jardim Santos Dumont,297500.0,0.0,-1.0
Jardim Sao Bento,1365000.0,0.0,-1.0
Jardim Sao Francisco (Zona Leste),175000.0,209010.4375192043,0.19434535725259594
Jardim Sao Joao (Jaragua),251999.0,0.0,-1.0
Jardim Sao Jorge,276500.0,0.0,-1.0
Jardim Sao Jorge (Raposo Tavares),489999.0,0.0,-1.0
Jardim Sao Jose,475999.0,0.0,-1.0
Jardim Sao Jose (Zona Norte),374500.0,0.0,-1.0
Jardim Sao Luiz,182000.0,191410.76855904967,0.05170751955521791
Jardim Sao Paulo,630700.0,514714.15358441084,-0.18390018458155888
Jardim Sao Paulo(Zona Norte),560019.5,377095.7225046714,-0.32663822866048164
Jardim Sao Ricardo,507500.0,0.0,-1.0
Jardim Sao Roberto,224000.0,0.0,-1.0
Jardim Sao Roque,231699.5,310274.09414961666,0.339122847263877
Jardim Sao Saverio,406000.0,252132.94009788558,-0.37898290616284336
Jardim Sao Sebastiao,8820000.0,0.0,-1.0
Jardim Sao Vicente,595000.0,0.0,-1.0
Jardim Sapopemba,266000.0,0.0,-1.0
Jardim Sarah,266000.0,238501.28764024426,-0.10337861789381853
Jardim Satélite,185150.0,0.0,-1.0
Jardim Seckler,185500.0,0.0,-1.0
Jardim Selma,315000.0,0.0,-1.0
Jardim Sertaozinho,385000.0,0.0,-1.0
Jardim Shangrila,224000.0,0.0,-1.0
Jardim Shangrilá (Zona Norte),318499.5,0.0,-1.0
Jardim Silva Teles,223300.0,0.0,-1.0
Jardim Silvia(Zona Oeste),2135000.0,0.0,-1.0
Jardim Soares,191800.0,0.0,-1.0
Jardim Sonia,244999.0,277692.560878196,0.13344365029325012
Jardim Soraia,139300.0,164720.78725409257,0.1824894993115045
Jardim Sul,652400.0,0.0,-1.0
Jardim Sydney,175180.5,220950.84515575087,0.26127534260805785
Jardim São Bento,1750000.0,0.0,-1.0
Jardim São Carlos (Zona Leste),294000.0,0.0,-1.0
Jardim São Cristóvão,371000.0,0.0,-1.0
Jardim São Francisco (Zona Leste),161000.0,0.0,-1.0
Jardim São Gilberto,294000.0,0.0,-1.0
Jardim São Januário,455000.0,0.0,-1.0
Jardim São Jorge,315000.0,0.0,-1.0
Jardim São Jorge (Raposo Tavares),343000.0,0.0,-1.0
Jardim São José (Artur Alvim),230999.0,0.0,-1.0
Jardim São José (São Mateus),395500.0,0.0,-1.0
Jardim São José (Zona Norte),472499.5,0.0,-1.0
Jardim São João (Jaraguá),280000.0,0.0,-1.0
Jardim São João (São Rafael),161000.0,0.0,-1.0
Jardim São João (Zona Norte),261099.0,0.0,-1.0
Jardim São Luis,370999.0,0.0,-1.0
Jardim São Luís,371000.0,417633.99771527934,0.12569810704927042
Jardim São Luís (Zona Leste),262500.0,0.0,-1.0
Jardim São Luís (Zona Norte),979999.0,0.0,-1.0
Jardim São Luís (Zona Sul),224000.0,0.0,-1.0
Jardim São Nicolau,251999.0,0.0,-1.0
Jardim São Paulo,530250.0,493374.08453117707,-0.06954439503785559
Jardim São Paulo(Zona Leste),118299.0,0.0,-1.0
Jardim São Paulo(Zona Norte),644163.0,343400.4499894178,-0.4669044170661497
Jardim São Pedro,234499.5,0.0,-1.0
Jardim São Remo,336000.0,0.0,-1.0
Jardim São Ricardo,350000.0,377893.4153211155,0.07969547234604435
Jardim São Roberto,1428000.0,0.0,-1.0
Jardim São Savério,204750.0,219530.60504106557,0.0721885472091115
Jardim São Sebastião,210000.0,0.0,-1.0
Jardim São Vicente,258999.0,0.0,-1.0
Jardim Sílvia (Zona Oeste),3639930.0,0.0,-1.0
Jardim Sônia Regina,163100.0,0.0,-1.0
Jardim Taboao,244299.0,233421.04366012337,-0.04452722417970045
Jardim Taboão,395500.0,393854.37418674876,-0.004160874369788181
Jardim Taipas,225750.0,207505.92764421122,-0.08081538142099132
Jardim Tango,280000.0,0.0,-1.0
Jardim Taquaral,283500.0,372398.2748478064,0.31357416172065733
Jardim Teresa,350000.0,0.0,-1.0
Jardim Textil,686000.0,328773.2948957845,-0.5207386371781566
Jardim Thealia,343000.0,0.0,-1.0
Jardim Thomaz,140000.0,0.0,-1.0
Jardim Tiete,320249.5,0.0,-1.0
Jardim Tietê,297500.0,0.0,-1.0
Jardim Tiro Ao Pombo,164500.0,0.0,-1.0
Jardim Tremembe,401449.5,261394.0245989725,-0.3488744546973592
Jardim Tremembé,208740.0,0.0,-1.0
Jardim Triana,486500.0,0.0,-1.0
Jardim Trussardi,560000.0,0.0,-1.0
Jardim Três Marias,220500.0,182807.95669466932,-0.17093897190626162
Jardim Tua,231000.0,177997.69969305804,-0.22944718747593928
Jardim Têxtil,745771.5,0.0,-1.0
Jardim Ubirajara,195650.0,257364.60219212424,0.31543369380078823
Jardim Umarizal,171500.0,201450.51498574528,0.17463857134545346
Jardim Umuarama,147000.0,209322.90542053388,0.4239653429968291
Jardim Uniserve,4550000.0,0.0,-1.0
Jardim Universidade Pinheiros,8459499.5,2166506.157795497,-0.7438966504111151
Jardim Vale das Virtudes,244999.0,0.0,-1.0
Jardim Vaz de Lima,266000.0,0.0,-1.0
Jardim Vazani,406000.0,273075.78787539597,-0.3273995372527193
Jardim Vera Cruz,595000.0,0.0,-1.0
Jardim Vera Cruz(Zona Leste),243599.0,0.0,-1.0
Jardim Vergueiro,234499.0,327949.6581152725,0.3985119685596634
Jardim Vergueiro (Sacomã),200900.0,287034.65982830286,0.42874395136039256
Jardim Veronica,224000.0,0.0,-1.0
Jardim Verônia,220500.0,0.0,-1.0
Jardim Viana,1750000.0,0.0,-1.0
Jardim Vila Carrão,385000.0,297561.90893895767,-0.2271119248338762
Jardim Vila Formosa,272300.0,221959.76248563803,-0.18487050133809024
Jardim Vila Mariana,910000.0,790338.6143911197,-0.13149602814162675
Jardim Virginia Bianca,633500.0,0.0,-1.0
Jardim Virgínia Bianca,362250.0,0.0,-1.0
Jardim Vista Alegre,489999.0,0.0,-1.0
Jardim Vista Linda,444500.0,0.0,-1.0
Jardim Vitoria Regia,315000.0,0.0,-1.0
Jardim Vitoria Regia (Zona Oeste),1470000.0,0.0,-1.0
Jardim Vitória Régia,1253000.0,845631.7821599469,-0.32511429995215735
Jardim Vivan,336000.0,0.0,-1.0
Jardim Wanda,150500.0,0.0,-1.0
Jardim Yara,565250.0,0.0,-1.0
Jardim da Campina,301000.0,404764.1122199219,0.34473126983362756
Jardim da Gloria,745500.0,542075.8640337604,-0.2728693976743657
Jardim da Glória,672000.0,557738.5530535844,-0.17003191509883275
Jardim da Laranjeira (Zona Leste),175000.0,0.0,-1.0
Jardim da Saude,934500.0,0.0,-1.0
Jardim da Saúde,770000.0,748091.4258854743,-0.02845269365522818
Jardim das Acacias,630000.0,507339.47889043356,-0.19469923985645465
Jardim das Acácias,609000.0,565455.1376741759,-0.0715022369882169
Jardim das Bandeiras,1337000.0,858344.098892892,-0.3580074054653014
Jardim das Camelias,174930.0,0.0,-1.0
Jardim das Camélias,174965.0,0.0,-1.0
Jardim das Esmeraldas,358750.0,0.0,-1.0
Jardim das Flores,234499.0,0.0,-1.0
Jardim das Graças,125999.0,256907.23659341177,1.0389625044120332
Jardim das Laranjeiras,399000.0,480051.00719869544,0.20313535638770785
Jardim das Oliveiras,283500.0,0.0,-1.0
Jardim das Palmas,196000.0,213772.03967159145,0.0906736717938339
Jardim das Pedras,468999.0,0.0,-1.0
Jardim das Perdizes,1149078.0,0.0,-1.0
Jardim das Rosas (Zona Leste I),266000.0,0.0,-1.0
Jardim das Rosas (Zona Leste),223370.0,0.0,-1.0
Jardim das Vertentes,334285.0,325567.12037163146,-0.026079182818159796
Jardim de Lorenzo,220499.5,0.0,-1.0
Jardim do Campo,244999.0,0.0,-1.0
Jardim do Colegio,665000.0,0.0,-1.0
Jardim do Colegio (Zona Norte),861000.0,0.0,-1.0
Jardim do Colégio,276500.0,0.0,-1.0
Jardim do Colégio (Zona Norte),525000.0,282432.92038831464,-0.4620325325936864
Jardim do Divino,125999.0,0.0,-1.0
Jardim do Lago,257767.0,222265.0436705074,-0.1377288649419537
Jardim do Tiro,182000.0,234820.76313534105,0.2902239732711047
Jardim dos Estados,2205000.0,0.0,-1.0
Jardim dos Francos,244999.0,0.0,-1.0
Jardim dos Ipês,343000.0,0.0,-1.0
Jardim dos Manacas,168000.0,0.0,-1.0
Jardim para,244999.0,0.0,-1.0
Jardim Ângela (Zona Leste),196000.0,195140.2782432391,-0.004386335493678062
Jardim Íris,232749.0,270581.7943336093,0.1625476128086878
Jardins,482999.0,820077.5812176826,0.6978867062202667
Jaçanã,258999.0,288749.2972376128,0.11486645600026546
Jd América,875000.0,1177322.5189190176,0.3455114501931631
Jd Analia Franco,595000.0,701970.0033292014,0.17978151820033839
Jd Aricanduva,251999.0,0.0,-1.0
Jd Bonfiglioli,322000.0,0.0,-1.0
Jd D Abril,182000.0,0.0,-1.0
Jd Europa,6720000.0,1009907.4625330975,-0.8497161514087652
Jd Guedala,2660000.0,0.0,-1.0
Jd IV Centenário,189000.0,201811.30795769853,0.06778469818888122
Jd Independ.,192500.0,0.0,-1.0
Jd Marajoara,539000.0,0.0,-1.0
Jd Paulista,840000.0,804018.3051096251,-0.04283535105997016
Jd S Roberto,136500.0,0.0,-1.0
Jd S Teresinha,145950.0,199392.10193219798,0.3661671937800479
Jd Santa Ines,175000.0,0.0,-1.0
Jd São Francisco,393400.0,364985.5098234252,-0.0722279872307443
Jd São Paulo,297500.0,0.0,-1.0
Jd Umuarama,206500.0,0.0,-1.0
Jd da Saúde,752500.0,0.0,-1.0
Jdim América,896000.0,0.0,-1.0
Jdm Lucia,175000.0,0.0,-1.0
Jdm Maraba,175000.0,308928.86585267214,0.7653078048724122
José Bonifácio,118929.0,0.0,-1.0
Jurubatuba,630000.0,370501.6969035734,-0.41190206840702637
Klabin,2362500.0,0.0,-1.0
Km 21 da Raposo,551600.0,0.0,-1.0
Lageado,2310000.0,0.0,-1.0
Lajeado,194548.0,0.0,-1.0
Lapa,554750.0,549963.9867914894,-0.008627333408761761
Lapa de Baixo,257249.5,353339.7734967354,0.3735294859532685
Lar São Paulo,482999.0,395350.1943441569,-0.18146788224373778
Lauzane Paulista,378000.0,388249.7448860059,0.027115727211655782
Liberdade,301344.5,366705.97230069403,0.21689950306275385
Limoeiro,210000.0,0.0,-1.0
Limão,248149.0,279119.1303482409,0.12480457446228232
Loteamento City Jaragua,197750.0,218006.2972728128,0.10243386737199911
Luz,693000.0,316965.82473024295,-0.542617857532117
Mandaqui,406000.0,374632.89283138094,-0.07725888465177111
Maranhão,295750.0,341600.8110411087,0.1550323281187107
Mirandópolis,559650.0,466931.94630360225,-0.16567149771535383
Moema,910000.0,764363.3707439397,-0.1600402519297367
Moinho Velho,367500.0,317488.54832090274,-0.13608558280026462
Mooca,413000.0,428715.38930808293,0.03805179009221038
Morada do Sol,1035300.0,0.0,-1.0
Morro Grande,348250.0,0.0,-1.0
Morro dos Ingleses,794500.0,1127540.2155677127,0.41918214671832943
Morumbi,910000.0,500792.53746517724,-0.44967853025804694
Móoca,441000.0,365987.85018579266,-0.17009557780999396
Nossa Senhora do O,318500.0,259248.8871844674,-0.18603175138314787
Nossa Senhora do Ó,295050.0,282517.7236500105,-0.04247509354343171
Nossa Senhora do Ö,230999.0,0.0,-1.0
Nova Piraju,715749.5,426671.02120732307,-0.4038821945285005
Núcleo Lageado,49000.0,182901.80293442385,2.7326898558045682
Núcleo do Engordador,171500.0,260482.30405720114,0.5188472539778493
PENHA,154000.0,0.0,-1.0
Pacaembu,2029999.0,1546216.990948621,-0.23831637801367345
Paineiras do Morumbi,2362500.0,1003785.9366024928,-0.5751170638719607
Panamby,1030749.5,425084.83472601103,-0.5875963706739503
Parada,671229.5,0.0,-1.0
Parada De Taipas,182000.0,251151.61705921649,0.37995393988580495
Parada Inglesa,385000.0,320803.55242556974,-0.1667440196738449
Parada XV de Novembro,161000.0,183125.63518588874,0.13742630550241453
Parada de Taipas,136500.0,0.0,-1.0
Paraisópolis,360500.0,528808.2489971773,0.46687447710728813
Paraíso,1004499.0,759458.6037328658,-0.24394289717275397
Paraíso do Morumbi,630000.0,542028.8440516819,-0.13963675547352072
Parelheiros,315000.0,0.0,-1.0
Pari,595000.0,0.0,-1.0
Parque Alves de Lima,203000.0,240200.55770130793,0.18325397882417693
Parque Anhanguera,525000.0,0.0,-1.0
Parque Anhangüera,1050000.0,0.0,-1.0
Parque Anhangüera (São Domingos),227500.0,0.0,-1.0
Parque Anhembi,194600.0,0.0,-1.0
Parque Artur Alvim,346500.0,0.0,-1.0
Parque Bairro Morumbi,965999.0,408596.55749135854,-0.577021759348241
Parque Boturussu,220500.0,191974.6837927999,-0.12936651341133842
Parque Bristol,196000.0,0.0,-1.0
Parque Casa de Pedra,315000.0,268632.7490438455,-0.1471976220830301
Parque Cisper,239749.0,197871.74043506698,-0.174671258545116
Parque Colonial,944999.0,628562.0799703511,-0.33485423797236713
Parque Continental,546000.0,261152.04510991077,-0.5216995510807495
Parque Cruzeiro do Sul,311500.0,210274.9644745192,-0.3249599856355724
Parque Císper,276150.0,198760.76924945644,-0.28024345736209877
Parque Edu Chaves,301000.0,260728.62705919135,-0.13379193668042744
Parque Esmeralda,157500.0,218038.64499831543,0.38437234919565344
Parque Fernanda,209300.0,0.0,-1.0
Parque Fongaro,243250.0,0.0,-1.0
Parque Grajau,704900.0,0.0,-1.0
Parque Guaianazes,280000.0,0.0,-1.0
Parque Guarani,336000.0,0.0,-1.0
Parque Guarapiranga,315000.0,0.0,-1.0
Parque Ibirapuera,322000.0,0.0,-1.0
Parque Imperial,439250.0,408115.8705947885,-0.07088020354060665
Parque Independencia,455000.0,327515.101000929,-0.2801865912067494
Parque Independência,253399.0,273325.06170662446,0.07863512368487813
Parque Industrial Tomas Edson,464148.0,0.0,-1.0
Parque Ipe,268799.5,0.0,-1.0
Parque Ipê,237999.0,240146.52169754502,0.009023238322618976
Parque Itaberaba,371000.0,0.0,-1.0
Parque Jabaquara,577500.0,0.0,-1.0
Parque Mandaqui,393050.0,429390.0974968476,0.09245667853160566
Parque Maria Domitila,453670.0,254059.01524405298,-0.4399915902659356
Parque Maria Helena,199500.0,177465.50822024228,-0.11044858034966276
Parque Maria Luiza,378000.0,326138.7777336684,-0.13719900070458102
Parque Monteiro Soares,427000.0,0.0,-1.0
Parque Munhoz,157500.0,176104.42067716556,0.11812330588676545
Parque Nações Unidas,276500.0,283718.0766357321,0.026105159622900942
Parque Novo Mundo,367500.0,312071.24579648144,-0.1508265420503906
Parque Paineiras,189000.0,0.0,-1.0
Parque Palmas do Tremembe,486500.0,337172.14136932505,-0.306943183207965
Parque Palmas do Tremembé,573999.5,0.0,-1.0
Parque Panamericano,315000.0,206232.15054969478,-0.34529476015969907
Parque Paulistano,191268.0,0.0,-1.0
Parque Penha,301000.0,0.0,-1.0
Parque Pereira,560000.0,0.0,-1.0
Parque Peruche,427000.0,400390.2138851319,-0.06231800026901202
Parque Planalto,623000.0,0.0,-1.0
Parque Ramos Freitas,297500.0,0.0,-1.0
Parque Real,332500.0,0.0,-1.0
Parque Reboucas,334950.0,284510.86039483384,-0.15058707151863315
Parque Rebouças,224000.0,224552.9919215379,0.002468713935437128
Parque Regina,224000.0,0.0,-1.0
Parque Residencial Cocaia,109829.5,0.0,-1.0
Parque Residencial Julia,364000.0,0.0,-1.0
Parque Residencial Oratorio,306250.0,0.0,-1.0
Parque Residencial da Lapa,276499.5,370340.21133810683,0.33938835816378266
Parque Santa Amélia,285250.0,0.0,-1.0
Parque Santa Madalena,319550.0,0.0,-1.0
Parque Santa Rita,225749.5,0.0,-1.0
Parque Santo Antônio,150500.0,187177.97103177223,0.24370744871609462
Parque Santo Eduardo,280000.0,0.0,-1.0
Parque Sao Domingos,546000.0,291338.27033734095,-0.4664134242905843
Parque Sao Lucas,315000.0,0.0,-1.0
Parque Sao Luis,507499.5,0.0,-1.0
Parque Sao Rafael,188300.0,0.0,-1.0
Parque Savoi City,630000.0,814276.9309621948,0.29250306501935674
Parque Savoy City,230999.5,0.0,-1.0
Parque Sevilha,602000.0,0.0,-1.0
Parque Sonia,434000.0,0.0,-1.0
Parque São Domingos,594230.0,284502.0279360314,-0.521225740982395
Parque São Jorge,350000.0,342120.9075459198,-0.022511692725943333
Parque São Lourenço,147000.0,177625.24947502618,0.20833503044235502
Parque São Lucas,380800.0,348141.1018026342,-0.0857639133334186
Parque São Luis,196000.0,237550.60370901728,0.2119928760664147
Parque São Luís,378000.0,263463.51233178115,-0.30300658113285406
Parque São Rafael,260049.0,0.0,-1.0
Parque Taipas,221549.5,222187.34239611012,0.0028790062541785844
Parque Terceiro Lago,403200.0,0.0,-1.0
Parque Tiete,1251250.0,0.0,-1.0
Parque Tomas Saraiva,244999.0,225581.4237499289,-0.07925573675839948
Parque Vitoria,411950.0,0.0,-1.0
Parque Vitória,416500.0,254410.97828922575,-0.38916931983379177
Parque da Lapa,301000.0,0.0,-1.0
Parque da Mooca,595000.0,459612.4177937009,-0.22754215496857
Parque da Vila Prudente,560000.0,370348.2099645175,-0.33866391077764735
Parque das Arvores,175000.0,0.0,-1.0
Parque das Flores,350000.0,0.0,-1.0
Parque das Paineiras,155749.5,0.0,-1.0
Parque das Árvores,385000.0,267554.10681410215,-0.3050542680153191
Parque do Carmo,220080.0,199037.43053036265,-0.09561327458032243
Parque do Castelo,898100.0,0.0,-1.0
Parque do Morumbi,875000.0,512410.9511060439,-0.41438748445023554
Parque dos Bancarios,1533000.0,0.0,-1.0
Parque dos Bancários,365400.0,0.0,-1.0
Parque dos Principes,1050000.0,0.0,-1.0
Parque dos Príncipes,951999.0,399211.06247051904,-0.5806602081824466
Patriarca,122849.0,0.0,-1.0
Pedreira,261099.5,0.0,-1.0
Penha,322000.0,578364.2541998789,0.7961622801238475
Penha de Franca,244999.0,406935.5931923728,0.660968384329621
Penha de França,315000.0,284663.8386801253,-0.09630527403134825
Perdizes,770000.0,681529.2044967639,-0.11489713701718973
Perus,216348.5,0.0,-1.0
Pinheiros,705005.0,628590.735483641,-0.1083882589717221
Piqueri,301000.0,267431.91313537303,-0.11152188327118595
Pirajussara,187250.0,196429.6611354594,0.04902355746573783
Pirituba,315000.0,292873.25867183134,-0.07024362326402744
Planalto Paulista,1153950.0,979971.2246822615,-0.15076803615211976
